//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=1750      
StartTime=2022/09/06 09:23:52
EndTime=2022/09/06 09:26:46
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],Weiss-DO [mg/l],電池電圧 [V],G&G-DO [mg/l],B&K-DO [mg/l],
2022/09/06,09:25:21,9.4809,25.392,33.743,51.774,51330.887,1022.314,22.273,2.37,2.37,2.47,84.85,5.717,8.19,5.733,5.733,
2022/09/06,09:25:21,9.4809,25.379,33.754,51.776,51347.375,1022.326,22.285,2.16,2.16,2.41,84.87,5.718,8.20,5.734,5.735,
2022/09/06,09:25:21,9.4809,25.347,33.779,51.776,51384.139,1022.354,22.313,1.93,1.93,2.37,84.95,5.724,8.21,5.740,5.740,
2022/09/06,09:25:21,9.4809,25.328,33.796,51.781,51409.092,1022.373,22.332,1.88,1.88,2.29,84.90,5.721,8.20,5.737,5.738,
2022/09/06,09:25:21,9.4809,25.336,33.797,51.791,51410.499,1022.372,22.331,1.87,1.87,2.36,84.73,5.710,8.20,5.725,5.726,
2022/09/06,09:25:21,9.5024,25.346,33.797,51.800,51409.149,1022.369,22.328,1.88,1.88,2.24,84.80,5.713,8.21,5.729,5.730,
2022/09/06,09:25:21,9.4809,25.350,33.797,51.804,51408.353,1022.367,22.326,1.97,1.97,2.14,84.72,5.706,8.20,5.722,5.723,
2022/09/06,09:25:21,9.4809,25.349,33.790,51.794,51399.636,1022.363,22.321,1.89,1.89,2.28,84.81,5.712,8.20,5.728,5.729,
2022/09/06,09:25:22,9.4809,25.341,33.800,51.800,51413.471,1022.372,22.331,1.91,1.91,2.44,84.86,5.715,8.19,5.731,5.732,
2022/09/06,09:25:22,9.4809,25.336,33.782,51.769,51389.573,1022.360,22.319,1.77,1.77,2.55,84.88,5.716,8.19,5.732,5.733,
2022/09/06,09:25:22,9.4594,25.323,33.789,51.766,51400.818,1022.369,22.328,1.74,1.74,2.46,84.92,5.719,8.20,5.735,5.736,
2022/09/06,09:25:22,9.4379,25.315,33.797,51.769,51413.063,1022.378,22.337,1.82,1.82,2.42,84.92,5.718,8.19,5.734,5.735,
2022/09/06,09:25:22,9.4379,25.312,33.783,51.747,51393.926,1022.368,22.327,1.73,1.73,2.18,84.88,5.716,8.20,5.732,5.733,
2022/09/06,09:25:22,9.4379,25.321,33.763,51.728,51365.196,1022.350,22.309,1.91,1.91,2.11,84.82,5.711,8.20,5.727,5.728,
2022/09/06,09:25:22,9.4164,25.335,33.748,51.723,51344.283,1022.335,22.294,1.87,1.87,2.49,84.73,5.705,8.22,5.721,5.722,
2022/09/06,09:25:22,9.3949,25.349,33.739,51.724,51329.666,1022.323,22.282,1.87,1.87,2.82,84.80,5.709,8.20,5.725,5.726,
2022/09/06,09:25:22,9.3949,25.363,33.736,51.734,51323.802,1022.316,22.276,2.20,2.20,2.76,84.62,5.696,8.16,5.712,5.713,
2022/09/06,09:25:22,9.3949,25.366,33.744,51.749,51335.035,1022.322,22.281,2.05,2.05,2.54,84.52,5.688,8.18,5.704,5.705,
2022/09/06,09:25:23,9.3734,25.366,33.751,51.758,51344.231,1022.327,22.286,2.01,2.01,2.11,84.50,5.686,8.19,5.701,5.702,
2022/09/06,09:25:23,9.3734,25.362,33.758,51.763,51353.752,1022.333,22.293,2.01,2.01,2.18,84.49,5.684,8.20,5.700,5.701,
2022/09/06,09:25:23,9.3519,25.356,33.745,51.739,51336.963,1022.325,22.285,2.10,2.10,2.45,84.43,5.679,8.20,5.695,5.696,
2022/09/06,09:25:23,9.3519,25.346,33.738,51.720,51329.292,1022.323,22.283,2.25,2.25,3.31,84.46,5.681,8.19,5.697,5.698,
2022/09/06,09:25:23,9.3519,25.334,33.736,51.704,51326.960,1022.325,22.284,1.94,1.94,2.56,84.43,5.681,8.22,5.697,5.698,
2022/09/06,09:25:23,9.3734,25.326,33.732,51.692,51323.419,1022.325,22.284,1.78,1.78,2.27,84.51,5.690,8.20,5.706,5.707,
2022/09/06,09:25:23,9.3949,25.319,33.717,51.664,51303.730,1022.316,22.275,1.82,1.82,2.04,84.54,5.695,8.20,5.711,5.712,
2022/09/06,09:25:23,9.4164,25.302,33.719,51.649,51308.016,1022.322,22.282,1.92,1.92,2.20,84.55,5.697,8.22,5.713,5.714,
2022/09/06,09:25:23,9.4164,25.289,33.723,51.642,51315.333,1022.330,22.289,2.12,2.12,2.47,84.55,5.700,8.22,5.716,5.717,
2022/09/06,09:25:23,9.4379,25.277,33.727,51.634,51321.328,1022.336,22.295,2.31,2.31,2.44,84.58,5.704,8.22,5.720,5.721,
2022/09/06,09:25:24,9.4594,25.266,33.732,51.630,51329.964,1022.344,22.303,2.47,2.47,3.08,84.49,5.699,8.19,5.715,5.716,
2022/09/06,09:25:24,9.4809,25.259,33.736,51.629,51336.298,1022.349,22.308,2.57,2.57,2.73,84.55,5.704,8.19,5.720,5.721,
2022/09/06,09:25:24,9.4809,25.253,33.739,51.626,51341.199,1022.353,22.312,2.13,2.13,2.63,84.62,5.710,8.20,5.726,5.727,
2022/09/06,09:25:24,9.5024,25.245,33.743,51.624,51347.666,1022.359,22.317,2.08,2.08,2.58,84.66,5.714,8.20,5.729,5.730,
2022/09/06,09:25:24,9.5239,25.240,33.746,51.623,51351.844,1022.362,22.321,1.85,1.85,2.51,84.55,5.706,8.20,5.722,5.723,
2022/09/06,09:25:24,9.5239,25.236,33.744,51.616,51349.497,1022.362,22.321,1.82,1.82,2.32,84.55,5.706,8.19,5.722,5.723,
2022/09/06,09:25:24,9.5454,25.232,33.754,51.625,51363.178,1022.371,22.329,2.03,2.03,2.29,84.46,5.700,8.20,5.716,5.717,
2022/09/06,09:25:24,9.5454,25.225,33.750,51.614,51359.765,1022.370,22.329,2.06,2.06,2.60,84.45,5.700,8.20,5.716,5.717,
2022/09/06,09:25:24,9.5454,25.212,33.765,51.620,51380.822,1022.385,22.344,1.73,1.73,2.24,84.45,5.701,8.22,5.717,5.718,
2022/09/06,09:25:24,9.5454,25.203,33.769,51.617,51387.781,1022.391,22.350,1.72,1.72,2.17,84.50,5.705,8.20,5.720,5.721,
2022/09/06,09:25:25,9.5669,25.203,33.771,51.619,51390.079,1022.393,22.351,1.75,1.75,2.19,84.44,5.699,8.20,5.714,5.715,
2022/09/06,09:25:25,9.5454,25.212,33.763,51.618,51378.723,1022.384,22.343,1.63,1.63,2.10,84.48,5.700,8.20,5.716,5.717,
2022/09/06,09:25:25,9.5669,25.217,33.764,51.624,51378.942,1022.383,22.342,1.87,1.87,2.23,84.46,5.698,8.20,5.714,5.715,
2022/09/06,09:25:25,9.5454,25.213,33.772,51.631,51389.718,1022.390,22.349,1.95,1.95,2.33,84.42,5.695,8.20,5.711,5.711,
2022/09/06,09:25:25,9.5239,25.211,33.770,51.626,51387.661,1022.389,22.348,1.69,1.69,2.31,84.43,5.696,8.20,5.711,5.712,
2022/09/06,09:25:25,9.5239,25.218,33.774,51.638,51391.981,1022.390,22.349,1.76,1.76,2.28,84.39,5.694,8.22,5.710,5.711,
2022/09/06,09:25:25,9.5024,25.217,33.807,51.682,51436.859,1022.415,22.374,1.67,1.67,2.58,84.30,5.687,8.20,5.703,5.704,
2022/09/06,09:25:25,9.4809,25.226,33.806,51.691,51435.106,1022.412,22.371,1.61,1.61,2.88,84.23,5.682,8.19,5.698,5.699,
2022/09/06,09:25:25,9.4809,25.237,33.801,51.695,51427.114,1022.405,22.364,1.80,1.80,2.47,84.11,5.673,8.20,5.689,5.690,
2022/09/06,09:25:25,9.4594,25.246,33.792,51.691,51413.061,1022.395,22.354,1.70,1.70,2.35,84.11,5.672,8.22,5.688,5.689,
2022/09/06,09:25:26,9.4379,25.251,33.785,51.688,51404.156,1022.388,22.347,1.97,1.97,2.65,84.11,5.672,8.21,5.687,5.688,
2022/09/06,09:25:26,9.4379,25.256,33.779,51.684,51394.584,1022.382,22.341,1.85,1.85,2.20,84.05,5.667,8.22,5.683,5.684,
2022/09/06,09:25:26,9.4164,25.258,33.776,51.682,51390.258,1022.379,22.338,1.70,1.70,2.17,84.08,5.668,8.22,5.684,5.685,
2022/09/06,09:25:26,9.4164,25.262,33.776,51.685,51389.734,1022.378,22.337,1.67,1.67,2.05,84.07,5.668,8.19,5.684,5.685,
2022/09/06,09:25:26,9.4164,25.265,33.774,51.687,51387.542,1022.376,22.335,2.04,2.04,2.32,84.03,5.665,8.19,5.680,5.681,
2022/09/06,09:25:26,9.3949,25.272,33.773,51.693,51384.739,1022.372,22.332,1.92,1.92,2.35,84.09,5.668,8.22,5.684,5.685,
2022/09/06,09:25:26,9.3949,25.279,33.767,51.691,51376.237,1022.366,22.325,1.88,1.88,2.46,84.14,5.671,8.20,5.687,5.688,
2022/09/06,09:25:26,9.3949,25.284,33.758,51.684,51362.672,1022.357,22.316,1.99,1.99,2.62,84.16,5.672,8.19,5.688,5.689,
2022/09/06,09:25:26,9.3734,25.294,33.748,51.681,51348.609,1022.347,22.306,1.97,1.97,2.44,84.13,5.670,8.22,5.686,5.687,
2022/09/06,09:25:26,9.3949,25.303,33.736,51.673,51331.294,1022.335,22.294,1.79,1.79,2.08,84.13,5.670,8.20,5.686,5.687,
2022/09/06,09:25:27,9.3949,25.306,33.734,51.674,51328.218,1022.333,22.292,1.78,1.78,1.95,84.14,5.671,8.19,5.687,5.688,
2022/09/06,09:25:27,9.3949,25.305,33.731,51.669,51324.250,1022.331,22.290,2.07,2.07,2.00,84.08,5.669,8.22,5.685,5.686,
2022/09/06,09:25:27,9.3949,25.301,33.732,51.666,51325.688,1022.332,22.292,2.22,2.22,2.29,84.04,5.668,8.20,5.684,5.685,
2022/09/06,09:25:27,9.4164,25.295,33.733,51.662,51328.072,1022.335,22.294,2.90,2.90,2.31,84.09,5.673,8.22,5.689,5.690,
2022/09/06,09:25:27,9.4379,25.291,33.733,51.657,51328.275,1022.337,22.296,3.27,3.27,2.63,84.10,5.675,8.21,5.691,5.692,
2022/09/06,09:25:27,9.4379,25.282,33.737,51.653,51334.994,1022.343,22.302,2.63,2.63,2.56,84.03,5.672,8.19,5.688,5.689,
2022/09/06,09:25:27,9.4379,25.275,33.732,51.640,51328.866,1022.341,22.300,2.25,2.25,2.33,84.10,5.678,8.20,5.693,5.694,
2022/09/06,09:25:27,9.4809,25.278,33.729,51.639,51325.031,1022.338,22.297,2.15,2.15,2.41,84.05,5.675,8.20,5.691,5.691,
2022/09/06,09:25:27,9.4809,25.279,33.735,51.647,51331.935,1022.342,22.300,1.95,1.95,2.31,84.07,5.674,8.20,5.690,5.691,
2022/09/06,09:25:27,9.5024,25.280,33.730,51.642,51325.383,1022.338,22.297,1.98,1.98,2.35,84.10,5.676,8.20,5.692,5.693,
2022/09/06,09:25:28,9.5024,25.277,33.718,51.623,51310.229,1022.330,22.289,2.18,2.18,2.37,84.12,5.679,8.20,5.694,5.695,
2022/09/06,09:25:28,9.5239,25.271,33.703,51.596,51290.213,1022.321,22.279,2.06,2.06,2.64,84.08,5.677,8.21,5.693,5.694,
2022/09/06,09:25:28,9.5239,25.248,33.706,51.576,51296.405,1022.330,22.288,2.01,2.01,2.73,84.19,5.685,8.20,5.700,5.701,
2022/09/06,09:25:28,9.5454,25.218,33.728,51.576,51330.241,1022.356,22.314,1.90,1.90,2.36,84.20,5.687,8.20,5.703,5.703,
2022/09/06,09:25:28,9.5454,25.193,33.742,51.570,51352.317,1022.374,22.332,2.11,2.11,2.23,84.08,5.678,8.20,5.694,5.695,
2022/09/06,09:25:28,9.5669,25.170,33.759,51.571,51378.398,1022.394,22.352,1.98,1.98,2.26,84.06,5.677,8.20,5.693,5.693,
2022/09/06,09:25:28,9.5669,25.152,33.787,51.590,51418.198,1022.421,22.379,1.92,1.92,2.37,84.06,5.674,8.19,5.690,5.691,
2022/09/06,09:25:28,9.5669,25.145,33.810,51.615,51450.469,1022.440,22.399,1.91,1.91,2.28,84.01,5.669,8.20,5.685,5.686,
2022/09/06,09:25:28,9.5669,25.138,33.836,51.642,51485.811,1022.461,22.420,1.78,1.78,2.17,84.02,5.667,8.20,5.683,5.683,
2022/09/06,09:25:28,9.5669,25.135,33.847,51.654,51501.753,1022.471,22.430,1.69,1.69,2.04,84.09,5.671,8.20,5.687,5.688,
2022/09/06,09:25:29,9.5454,25.143,33.839,51.651,51489.336,1022.462,22.421,1.96,1.96,2.00,84.17,5.676,8.19,5.692,5.693,
2022/09/06,09:25:29,9.5239,25.173,33.810,51.642,51446.242,1022.431,22.390,1.88,1.88,1.97,84.02,5.666,8.19,5.682,5.683,
2022/09/06,09:25:29,9.5239,25.192,33.779,51.620,51402.925,1022.402,22.361,1.70,1.70,2.18,84.06,5.670,8.20,5.685,5.686,
2022/09/06,09:25:29,9.5024,25.211,33.792,51.657,51418.198,1022.406,22.365,1.74,1.74,2.37,83.94,5.661,8.20,5.677,5.678,
2022/09/06,09:25:29,9.5024,25.224,33.801,51.681,51427.969,1022.408,22.367,1.82,1.82,2.29,83.93,5.659,8.20,5.675,5.676,
2022/09/06,09:25:29,9.5024,25.232,33.792,51.678,51415.751,1022.400,22.358,1.82,1.82,2.27,84.00,5.663,8.20,5.678,5.679,
2022/09/06,09:25:29,9.4594,25.236,33.789,51.678,51411.312,1022.396,22.355,2.02,2.02,2.32,83.89,5.654,8.19,5.670,5.671,
2022/09/06,09:25:29,9.4594,25.239,33.793,51.686,51415.850,1022.398,22.357,1.94,1.94,2.36,83.88,5.652,8.21,5.668,5.669,
2022/09/06,09:25:29,9.4164,25.241,33.796,51.692,51419.008,1022.399,22.358,2.10,2.10,2.26,83.83,5.649,8.22,5.665,5.666,
2022/09/06,09:25:29,9.4164,25.244,33.794,51.693,51416.905,1022.397,22.356,1.91,1.91,2.20,83.84,5.650,8.21,5.665,5.666,
2022/09/06,09:25:30,9.3949,25.250,33.791,51.695,51412.158,1022.393,22.352,2.03,2.03,2.17,83.91,5.654,8.20,5.670,5.671,
2022/09/06,09:25:30,9.3949,25.262,33.785,51.699,51402.791,1022.385,22.344,2.01,2.01,2.31,83.88,5.653,8.19,5.668,5.669,
2022/09/06,09:25:30,9.3734,25.278,33.770,51.694,51379.687,1022.368,22.327,2.04,2.04,2.27,83.88,5.653,8.19,5.669,5.670,
2022/09/06,09:25:30,9.3734,25.296,33.749,51.683,51349.255,1022.347,22.306,1.94,1.94,2.18,83.89,5.655,8.20,5.671,5.672,
2022/09/06,09:25:30,9.3734,25.311,33.734,51.678,51327.563,1022.331,22.290,1.87,1.87,2.06,83.92,5.658,8.20,5.674,5.675,
2022/09/06,09:25:30,9.3734,25.319,33.726,51.676,51315.265,1022.322,22.282,1.84,1.84,2.28,83.93,5.659,8.22,5.675,5.676,
2022/09/06,09:25:30,9.3734,25.332,33.717,51.678,51302.645,1022.312,22.271,1.82,1.82,2.42,84.03,5.666,8.21,5.682,5.682,
2022/09/06,09:25:30,9.3734,25.333,33.719,51.680,51304.267,1022.313,22.272,1.92,1.92,2.31,84.10,5.670,8.19,5.686,5.687,
2022/09/06,09:25:30,9.3734,25.334,33.717,51.679,51302.190,1022.311,22.271,1.88,1.88,2.33,84.12,5.671,8.20,5.687,5.688,
2022/09/06,09:25:30,9.3949,25.334,33.714,51.674,51297.698,1022.309,22.268,2.11,2.11,2.47,84.13,5.672,8.20,5.688,5.689,
2022/09/06,09:25:31,9.4164,25.331,33.711,51.668,51294.720,1022.308,22.267,2.58,2.58,2.58,84.09,5.669,8.19,5.684,5.685,
2022/09/06,09:25:31,9.3949,25.323,33.710,51.658,51293.348,1022.309,22.268,2.28,2.28,2.42,84.13,5.671,8.21,5.687,5.687,
2022/09/06,09:25:31,9.4164,25.310,33.715,51.652,51302.337,1022.317,22.277,2.30,2.30,2.15,84.18,5.675,8.20,5.691,5.692,
2022/09/06,09:25:31,9.4379,25.297,33.720,51.646,51310.207,1022.325,22.284,2.06,2.06,2.26,84.20,5.677,8.20,5.693,5.694,
2022/09/06,09:25:31,9.4594,25.293,33.720,51.641,51310.192,1022.326,22.285,2.19,2.19,2.18,84.21,5.678,8.20,5.694,5.695,
2022/09/06,09:25:31,9.4809,25.288,33.722,51.639,51313.942,1022.330,22.288,2.07,2.07,2.26,84.21,5.678,8.19,5.694,5.695,
2022/09/06,09:25:31,9.4809,25.280,33.725,51.635,51318.634,1022.334,22.293,2.10,2.10,2.27,84.16,5.675,8.22,5.691,5.692,
2022/09/06,09:25:31,9.5024,25.273,33.729,51.634,51325.759,1022.340,22.298,1.88,1.88,2.31,84.15,5.675,8.20,5.690,5.691,
2022/09/06,09:25:31,9.5024,25.268,33.732,51.632,51329.428,1022.343,22.302,2.61,2.61,2.29,84.27,5.683,8.22,5.699,5.700,
2022/09/06,09:25:31,9.5239,25.260,33.740,51.635,51340.997,1022.351,22.310,1.98,1.98,2.36,84.28,5.684,8.20,5.700,5.701,
2022/09/06,09:25:32,9.5239,25.254,33.746,51.637,51350.508,1022.358,22.317,1.83,1.83,2.17,84.28,5.685,8.20,5.701,5.701,
2022/09/06,09:25:32,9.5239,25.249,33.746,51.632,51350.465,1022.359,22.318,2.10,2.10,2.20,84.24,5.682,8.19,5.698,5.699,
2022/09/06,09:25:32,9.5239,25.243,33.751,51.634,51358.993,1022.365,22.324,1.92,1.92,2.36,84.29,5.686,8.20,5.701,5.702,
2022/09/06,09:25:32,9.5454,25.242,33.755,51.638,51364.426,1022.369,22.328,1.93,1.93,2.40,84.37,5.691,8.20,5.707,5.708,
2022/09/06,09:25:32,9.5239,25.243,33.757,51.641,51367.143,1022.370,22.329,1.87,1.87,2.41,84.35,5.690,8.20,5.706,5.707,
2022/09/06,09:25:32,9.5239,25.247,33.756,51.644,51364.879,1022.368,22.327,1.77,1.77,2.40,84.40,5.694,8.19,5.710,5.711,
2022/09/06,09:25:32,9.5024,25.249,33.753,51.642,51360.698,1022.365,22.324,1.69,1.69,2.23,84.45,5.698,8.22,5.714,5.715,
2022/09/06,09:25:32,9.5024,25.252,33.751,51.642,51356.821,1022.362,22.321,1.74,1.74,2.31,84.45,5.698,8.20,5.714,5.715,
2022/09/06,09:25:32,9.5024,25.256,33.750,51.645,51355.656,1022.361,22.319,1.79,1.79,2.09,84.44,5.698,8.21,5.714,5.715,
2022/09/06,09:25:32,9.5024,25.261,33.745,51.644,51348.588,1022.355,22.314,1.87,1.87,1.99,84.42,5.697,8.20,5.713,5.714,
2022/09/06,09:25:33,9.4809,25.269,33.742,51.647,51342.867,1022.350,22.309,1.68,1.68,1.88,84.39,5.695,8.20,5.711,5.712,
2022/09/06,09:25:33,9.4809,25.278,33.731,51.642,51327.632,1022.339,22.298,1.61,1.61,2.19,84.41,5.695,8.20,5.711,5.712,
2022/09/06,09:25:33,9.4594,25.280,33.734,51.647,51331.085,1022.341,22.300,1.88,1.88,2.19,84.37,5.691,8.22,5.707,5.708,
2022/09/06,09:25:33,9.4594,25.284,33.730,51.646,51325.359,1022.337,22.296,1.80,1.80,2.13,84.32,5.686,8.19,5.702,5.703,
2022/09/06,09:25:33,9.4379,25.285,33.730,51.647,51325.518,1022.336,22.295,1.68,1.68,2.08,84.29,5.681,8.20,5.697,5.698,
2022/09/06,09:25:33,9.4594,25.284,33.734,51.652,51330.973,1022.340,22.299,1.92,1.92,2.19,84.24,5.676,8.20,5.692,5.693,
2022/09/06,09:25:33,9.4379,25.282,33.734,51.650,51331.444,1022.340,22.300,2.48,2.48,2.20,84.21,5.673,8.20,5.689,5.690,
2022/09/06,09:25:33,9.4379,25.282,33.734,51.649,51330.921,1022.340,22.299,2.07,2.07,2.31,84.29,5.679,8.19,5.695,5.696,
2022/09/06,09:25:33,9.4379,25.281,33.735,51.650,51332.278,1022.341,22.300,2.21,2.21,2.33,84.31,5.682,8.21,5.698,5.699,
2022/09/06,09:25:33,9.4379,25.282,33.731,51.645,51326.459,1022.338,22.297,2.24,2.24,2.20,84.33,5.684,8.20,5.700,5.701,
2022/09/06,09:25:34,9.4379,25.282,33.730,51.644,51325.096,1022.337,22.296,1.95,1.95,2.31,84.32,5.684,8.22,5.700,5.701,
2022/09/06,09:25:34,9.4594,25.279,33.731,51.643,51327.535,1022.339,22.298,1.79,1.79,2.55,84.45,5.693,8.19,5.709,5.710,
2022/09/06,09:25:34,9.4594,25.273,33.732,51.638,51329.275,1022.342,22.300,1.76,1.76,2.19,84.37,5.689,8.19,5.705,5.706,
2022/09/06,09:25:34,9.4594,25.269,33.720,51.616,51313.222,1022.334,22.293,2.09,2.09,2.06,84.36,5.691,8.20,5.706,5.707,
2022/09/06,09:25:34,9.4594,25.267,33.708,51.599,51297.531,1022.325,22.284,2.53,2.53,2.11,84.27,5.686,8.20,5.702,5.703,
2022/09/06,09:25:34,9.4809,25.264,33.708,51.596,51298.247,1022.326,22.285,2.30,2.30,2.10,84.20,5.683,8.22,5.699,5.700,
2022/09/06,09:25:34,9.4809,25.250,33.719,51.597,51314.033,1022.339,22.297,2.07,2.07,2.14,84.27,5.688,8.20,5.704,5.705,
2022/09/06,09:25:34,9.5024,25.235,33.734,51.602,51336.091,1022.354,22.313,1.85,1.85,2.37,84.31,5.692,8.20,5.708,5.709,
2022/09/06,09:25:34,9.5024,25.226,33.740,51.601,51346.163,1022.362,22.321,1.79,1.79,2.31,84.22,5.686,8.19,5.702,5.703,
2022/09/06,09:25:34,9.5239,25.223,33.747,51.607,51355.194,1022.368,22.327,1.89,1.89,2.26,84.22,5.686,8.20,5.702,5.703,
2022/09/06,09:25:35,9.5239,25.223,33.740,51.598,51346.426,1022.363,22.322,1.74,1.74,2.55,84.28,5.691,8.21,5.707,5.708,
2022/09/06,09:25:35,9.5454,25.214,33.744,51.594,51352.502,1022.369,22.328,1.77,1.77,2.80,84.26,5.691,8.19,5.706,5.707,
2022/09/06,09:25:35,9.5454,25.201,33.751,51.590,51362.994,1022.378,22.337,1.74,1.74,2.37,84.21,5.688,8.18,5.704,5.705,
2022/09/06,09:25:35,9.5669,25.188,33.758,51.587,51374.172,1022.387,22.346,2.17,2.17,2.38,84.21,5.689,8.20,5.705,5.705,
2022/09/06,09:25:35,9.5669,25.175,33.765,51.583,51384.993,1022.396,22.355,2.05,2.05,2.37,84.20,5.688,8.20,5.704,5.705,
2022/09/06,09:25:35,9.5669,25.166,33.775,51.587,51399.294,1022.406,22.365,1.83,1.83,2.17,84.21,5.688,8.19,5.704,5.705,
2022/09/06,09:25:35,9.5669,25.158,33.788,51.597,51418.294,1022.419,22.377,1.66,1.66,2.14,84.20,5.685,8.22,5.701,5.702,
2022/09/06,09:25:35,9.5454,25.153,33.799,51.608,51434.510,1022.429,22.388,1.61,1.61,2.14,84.17,5.682,8.20,5.698,5.699,
2022/09/06,09:25:35,9.5454,25.152,33.808,51.618,51446.149,1022.436,22.395,1.68,1.68,2.05,84.18,5.681,8.20,5.697,5.698,
2022/09/06,09:25:35,9.5454,25.156,33.806,51.619,51443.104,1022.433,22.392,1.70,1.70,1.94,84.20,5.681,8.19,5.697,5.698,
2022/09/06,09:25:36,9.5454,25.156,33.805,51.618,51441.667,1022.432,22.391,1.64,1.64,1.91,84.24,5.684,8.23,5.700,5.701,
2022/09/06,09:25:36,9.5454,25.157,33.797,51.609,51431.262,1022.426,22.385,1.78,1.78,1.97,84.24,5.685,8.19,5.701,5.702,
2022/09/06,09:25:36,9.5239,25.166,33.780,51.595,51407.089,1022.411,22.369,1.99,1.99,2.18,84.26,5.687,8.22,5.703,5.704,
2022/09/06,09:25:36,9.5239,25.189,33.752,51.579,51366.429,1022.383,22.341,2.07,2.07,2.14,84.24,5.687,8.19,5.703,5.704,
2022/09/06,09:25:36,9.5239,25.200,33.747,51.583,51357.586,1022.375,22.334,1.88,1.88,2.10,84.04,5.674,8.20,5.690,5.691,
2022/09/06,09:25:36,9.5024,25.205,33.754,51.599,51366.812,1022.379,22.338,2.45,2.45,2.09,84.05,5.674,8.20,5.690,5.691,
2022/09/06,09:25:36,9.4809,25.212,33.764,51.619,51379.394,1022.384,22.343,2.04,2.04,2.04,84.03,5.672,8.18,5.688,5.689,
2022/09/06,09:25:36,9.4809,25.220,33.754,51.613,51364.588,1022.374,22.333,1.79,1.79,2.14,83.98,5.668,8.20,5.684,5.685,
2022/09/06,09:25:36,9.4809,25.224,33.754,51.618,51365.342,1022.373,22.332,1.83,1.83,2.35,83.96,5.666,8.20,5.682,5.683,
2022/09/06,09:25:36,9.4594,25.227,33.762,51.632,51375.599,1022.378,22.337,1.85,1.85,2.46,83.94,5.664,8.20,5.680,5.680,
2022/09/06,09:25:37,9.4594,25.233,33.771,51.650,51386.776,1022.383,22.342,1.83,1.83,2.59,83.88,5.658,8.20,5.674,5.675,
2022/09/06,09:25:37,9.4594,25.238,33.770,51.654,51385.329,1022.381,22.340,1.84,1.84,2.69,83.94,5.662,8.20,5.677,5.678,
2022/09/06,09:25:37,9.4379,25.242,33.770,51.657,51383.592,1022.379,22.338,1.87,1.87,2.63,83.98,5.663,8.20,5.679,5.679,
2022/09/06,09:25:37,9.4594,25.243,33.766,51.654,51379.328,1022.377,22.336,1.95,1.95,2.19,83.91,5.658,8.20,5.673,5.674,
2022/09/06,09:25:37,9.4379,25.242,33.765,51.651,51377.212,1022.376,22.335,2.32,2.32,2.06,83.86,5.653,8.19,5.669,5.670,
2022/09/06,09:25:37,9.4379,25.241,33.757,51.640,51367.150,1022.370,22.329,2.44,2.44,1.94,83.97,5.662,8.20,5.678,5.678,
2022/09/06,09:25:37,9.4379,25.241,33.754,51.635,51363.366,1022.368,22.327,1.93,1.93,1.90,83.97,5.663,8.16,5.679,5.680,
